stop_id,40.ida,40.reg,41.ida ,41.reg,42.ida,42.reg,43.ida,43.reg,44.ida,44.reg,50.ida,50.reg,51.ida,51.reg,52.ida,52.reg,53.ida,53.reg,54.ida,54.reg,55.ida,55.reg,d50.ida,d50.reg,500,501,600,601
7396,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
7397,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
7398,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7399,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7400,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7401,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7402,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7403,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7404,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7405,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7406,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7407,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7408,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7409,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7410,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7411,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7412,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7413,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7414,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7415,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7416,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7417,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7418,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7419,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7420,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7421,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7422,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7423,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7424,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7425,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7426,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7427,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7428,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7429,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7430,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7431,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7432,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7433,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7434,,,,,,,,,,X,,X,X,,,,X,,,,,,,,,,,
7435,,,,,,,,,,X,,X,X,,,,X,,,,,,,,,,,
7436,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,
7437,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,
7438,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,
7439,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,
7440,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,
7441,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,
7442,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,
7443,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7444,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7445,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7446,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7447,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7448,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7449,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7450,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7451,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,
7452,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
7453,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,
7454,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,
7455,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,
7456,,,,,,,,,,,X,,,,,,,,,X,,,X,,,,,
7457,,,,,,,,,,,X,,,,,,,,,X,,,X,,,,,
7458,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
7459,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
7460,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
7461,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
7462,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
7463,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
7464,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,
7465,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,
7466,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,
7467,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,
7468,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,
7469,,,,,,,,,,,X,,,,,,,,,,X,,X,,,,,
7470,,,,,,,,,,,X,,,,X,,,,,,X,,X,,,,,
7471,,,,,,,,,,,X,,,,X,,,,,,X,,X,,,,,
7472,,,,,,,,,,,X,,,,X,,,,,,X,,X,,,,,
7473,,,,,,,,,,,X,,,,X,,,,,,X,,X,,,,,
7474,,,,,,,,,,,X,,,,X,,,X,,,X,,X,,,,,
7475,,,,,,,,,,,X,,,X,X,,,X,,,,,,,,,,
7476,,,,,,,,,,,X,,,X,,,,X,,,,,,,,,,
7477,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,
7478,,,,,,,,,,,X,,,X,,,,X,,,,,,,,,,
7479,,,,,,,,,,,X,,,X,X,,,X,,,,,,,,,,
7480,,,,,,,,,,,X,,,X,X,,,X,,,,,,,,,,
7481,,,,,,,,,,,X,,,X,X,,,X,,,,,,,,,,
7482,,,,,,,,,,,X,,,X,X,,,X,,,,,,,,,,
7483,,,,,,,,,,,X,,,X,X,,,X,,,,,,,,,,
7484,,,,,,,,,,,X,,,X,X,,,X,,,,,,,,,,
7485,,,,,,,,,,,,,,X,X,,,X,,,,,,,,,,
7486,,,,,,,,,,,X,,,X,X,,,X,,,,,,,,,,
7487,,,,,,,,,,,X,,,X,,,,X,,,,,,,,,,
7488,,,,,,,,,,,X,,,X,,,,X,,,,,,,,,,
7489,,,,,,,,,,,X,,,X,,,,X,,,,,,,,,,
7490,,,,,,,,,,,X,,,X,,,,X,,,,,,,,,,
7491,,,,,,,,,,,X,,,X,,,,X,,,,,,,,,,
7492,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,
7493,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,
7494,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,
7495,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,
7496,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,
7497,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,
7498,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,
7499,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,
7500,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,
7501,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,
7502,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,
7503,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,
7504,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,
7505,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,
7506,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,
7507,,,,,,,,,,,,X,,,,X,X,,,,,,,,,,,
7508,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,
7509,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,
7510,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,
7511,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,
7512,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,
7513,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,
7514,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,
7515,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,
7516,,,,,,,,,,,,X,X,,,,X,,,,,,,,,,,
7517,,,,,,,,,,,,X,X,,,,X,,,,,,,,,,,
7518,,,,,,,,,,,,X,X,,,,X,,,,,,,,,,,
7519,,,,,,,,,,,,X,X,,,X,X,,,,,,,,,,,
7520,,,,,,,,,,,,X,X,,,X,X,,,,,,,,,,,
7521,,,,,,,,,,,,X,X,,,X,X,,,,,,,,,,,
7522,,,,,,,,,,,,X,X,,,X,X,,,,,,,,,,,
7523,,,,,,,,,,,,X,X,,,X,X,,,,,,,,,,,
7524,,,,,,,,,,,,X,X,,,X,X,,,,,,,,,,,
7525,,,,,,,,,,,,X,X,,,X,X,,,,,,,,,,,
7526,,,,,,,,,,,,X,X,,,X,X,,,,,,,,,,,
7527,,,,,,,,,,,,X,X,,,X,X,,,,,,,,,,,
7528,,,,,,,,,,,,X,X,,,,X,,,,,,,,,,,
7529,,,,,,,,,,,,X,X,,,,X,,,,,,,,,,,
7530,,,,,,,,,,,,X,X,,,,X,,,,,,,,,,,
7531,,,,,,,,,,,,X,X,,,,X,,,,,,,,,,,
7532,,,,,,,,,,,,X,X,,,,X,,,,,,,,,,,
7533,,,,,,,,,,,,X,X,,,,X,,,,,,,,,,,
7534,,,,,,,,,,,,X,X,,,,X,,,,,,,,,,,
7535,,,,,,,,,,,,X,X,,,,X,,,,,,,,,,,
7536,,,,,,,,,,,,X,,,,X,,,,,,X,,X,,,,
7537,,,,,,,,,,,,X,,,,X,,,,,,X,,X,,,,
7538,,,,,,,,,,,,X,,,,X,,,,,,X,,X,,,,
7539,,,,,,,,,,,,X,,,,X,,,,,,X,,X,,,,
7540,,,,,,,,,,,,X,,,,X,,,,,,X,,X,,,,
7541,,,,,,,,,,,,X,,,,X,,,,,,X,,X,,,,
7542,,,,,,,,,,,,X,,,,X,,,,,,X,,X,,,,
7543,,,,,,,,,,,,X,,,,X,,,,,X,X,,X,,,,
7544,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,
7545,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,
7546,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,
7547,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,
7548,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,
7549,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
7550,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
7551,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
7552,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
7553,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
7554,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
7555,,,,,,,,,,,,X,,,,,,,X,,,,,X,,,,
7556,,,,,,,,,,,,X,,,,X,,,X,,,,,X,,,,
7557,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
7558,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
7559,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
7560,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
7561,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
7562,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
7563,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
7564,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
7565,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
7566,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
7567,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
7568,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
7569,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
7570,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
7571,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
7572,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
7573,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
7574,,,,,,,,,,,,,X,,,,X,,,,,,,,,,,
7575,,,,,,,,,,,,,X,,,,X,,,,,,,,,,,
7576,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
7577,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
7578,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
7579,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
7580,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
7581,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
7582,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
7583,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
7584,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
7585,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
7586,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
7587,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
7588,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
7589,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
7590,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
7591,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
7592,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
7593,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
7594,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
7595,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
7596,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
7597,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
7598,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
7599,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
7600,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
7601,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,
7602,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
7603,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
7604,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
7605,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
7606,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,
7607,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,
7608,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,
7609,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
7610,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
7611,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
7612,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
7613,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
7614,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
7615,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
7616,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7617,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
7618,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
7619,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
7620,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
7621,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
7622,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
7623,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
7624,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
7625,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
7626,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
7627,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
7628,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
7629,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
7630,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
7631,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,
7632,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,
7633,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,
7634,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,
7635,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,
7636,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,
7637,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,
7638,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,
7639,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,
7640,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,
7641,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,
7642,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,
7643,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,
7644,,,,,,,,,,,,,,,,X,X,X,,,,,,,,,,
7645,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,
7646,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,
7647,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,
7648,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,
7649,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,
7650,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,
7651,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,
7652,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,
7653,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
7654,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
7655,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
7656,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
7657,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
7658,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
7659,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
7660,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
7661,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
7662,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
7663,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
7664,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
7665,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
7666,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
7667,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
7668,,,,,,,,,,,,,,,,X,,,,,X,,,,,,,
7669,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
7670,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
7671,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
7672,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
7673,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
7674,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
7675,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X
7676,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X
7677,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
7678,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
7679,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
7680,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
7681,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
7682,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
7683,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
7684,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
7685,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
7686,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
7687,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
7688,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
7689,,,,,,,,,,,,,,,,,,,X,,X,,,,,,,
7690,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
7691,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
7692,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
7693,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,
7694,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,
7695,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,
7696,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
7697,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
7698,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
7699,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
7700,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
7701,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
7702,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
7703,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
7704,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
7705,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
7706,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
7707,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
7708,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
7709,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
7710,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
7711,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
7712,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
7713,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
7714,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
7715,,,,,,,,,,,,,,,,,,,X,,,,,,,,,
7716,,,,,,,,,,,,,,,,,,,,X,,,,,,,,
7717,,,,,,,,,,,,,,,,,,,,X,,,,,,,,
7718,,,,,,,,,,,,,,,,,,,,X,,,,,,,,
7719,,,,,,,,,,,,,,,,,,,,X,,,,,,,,
7720,,,,,,,,,,,,,,,,,,,,X,,,,,,,,
7721,,,,,,,,,,,,,,,,,,,,X,,,,,,,,
7722,,,,,,,,,,,,,,,,,,,,X,,,,,X,,,
7723,,,,,,,,,,,,,,,,,,,,X,,,,,X,X,,
7724,,,,,,,,,,,,,,,,,,,,X,,,,,,,,
7725,,,,,,,,,,,,,,,,,,,,X,,,,,,,,
7726,,,,,,,,,,,,,,,,,,,,X,,,,,,,,
7727,,,,,,,,,,,,,,,,,,,,X,,,,,,,,
7728,,,,,,,,,,,,,,,,,,,,X,,,,,,,,
7729,,,,,,,,,,,,,,,,,,,,X,,,,,,,,
7730,,,,,,,,,,,,,,,,,,,,X,,,,,,,,
7731,,,,,,,,,,,,,,,,,,,,X,,,,,,,,
7732,,,,,,,,,,,,,,,,,,,,X,,,,,,,,
7733,,,,,,,,,,,,,,,,,,,,X,,,,,,,,
7734,,,,,,,,,,,,,,,,,,,,X,,,,,,,,
7735,,,,,,,,,,,,,,,,,,,,X,,,,,,,,
7736,,,,,,,,,,,,,,,,,,,,X,,,,,,,,
7737,,,,,,,,,,,,,,,,,,,,X,,,,,,,,
7738,,,,,,,,,,,,,,,,,,,,X,,,,,,,,
7739,,,,,,,,,,,,,,,,,,,,X,,,,,,,,
7740,,,,,,,,,,,,,,,,,,,,X,,,,,,,,
7741,,,,,,,,,,,,,,,,,,,,X,,,,,,,,
7742,,,,,,,,,,,,,,,,,,,,X,,,,,,,,
7743,,,,,,,,,,,,,,,,,,,,X,,,,,,,,
7744,,,,,,,,,,,,,,,,,,,,X,,X,,,,,,
7745,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7746,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7747,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7748,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7749,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7750,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7751,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7752,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7753,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7754,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7755,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7756,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7757,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7758,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7759,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7760,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7761,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7762,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7763,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7764,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7765,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7766,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7767,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7768,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7769,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7770,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7771,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7772,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7773,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7774,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7775,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7776,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7777,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7778,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7779,,,,,,,,,,,,,,,,,,,,,X,,,,,,,
7780,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7781,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
7782,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
7783,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
7784,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
7785,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
7786,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
7787,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
7788,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
7789,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
7790,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
7791,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
7792,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
7793,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
7794,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
7795,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
7796,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
7797,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
7798,,,,,,,,,,,,,,,,,,,,,,X,,X,,,,
7799,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
7800,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
7801,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
7802,,,,,,,,,,,,,,,,,,,,,,X,,,,,,
