trip_id,stop_id
29.ida,4893
29.ida,4894
29.ida,4895
29.ida,4896
29.reg,4897
29.reg,4898
29.reg,4899
29.reg,4900
29.reg,4901
29.reg,4902
29.reg,4903
29.reg,4904
29.reg,4905
29.reg,4906
29.reg,4907
29.reg,4908
29.reg,4909
29.reg,4910
29.reg,4911
29.reg,4912
29.reg,4913
29.reg,4914
29.reg,4915
29.reg,4498
29.reg,4499
29.reg,4500
29.reg,4501
29.reg,4502
29.reg,4503
29.reg,4504
29.reg,4505
29.reg,4506
29.reg,4507
29.reg,4508
29.reg,4509
29.reg,4510
29.reg,4020
29.reg,4021
29.reg,4511
29.reg,4512
29.reg,4028
29.reg,4029
29.reg,4030
29.reg,4031
29.reg,4032
29.reg,4033
29.reg,4916
29.reg,4917
29.reg,4918
29.reg,4102
29.reg,4103
29.reg,4104
29.reg,4592
29.reg,4593
29.reg,4594
29.reg,4595
29.reg,4596
29.reg,4597
29.reg,4598
29.reg,4599
29.reg,4600
29.reg,4601
29.reg,4602
29.reg,4603
29.reg,4604
29.reg,4605
29.reg,4606
29.reg,4607
29.reg,4608
29.reg,4609
29.reg,4610
29.reg,4611
29.reg,4252
29.reg,4982
29.reg,4919
29.reg,4920
29.reg,4921
29.reg,4922
29.reg,4923
29.reg,4924
29.reg,4925
29.reg,4926
29.reg,4927
29.reg,4928
29.reg,4929
29.reg,4930
29.reg,4931
29.reg,4932
29.reg,4933
29.reg,4934
29.reg,4935
29.reg,4936
29.reg,4937
29.reg,4938
29.reg,4939
29.reg,4940
b20.ida,4778
b20.ida,4779
b20.ida,4311
b20.ida,4312
b20.ida,4941
b20.ida,4942
b20.ida,4943
b20.ida,4944
b20.ida,4945
b20.ida,4946
b20.ida,4947
b20.ida,4948
b20.ida,4949
b20.ida,4079
b20.ida,4080
b20.ida,4081
b20.ida,4361
b20.ida,4362
b20.ida,4363
b20.ida,4364
b20.ida,4365
b20.ida,4366
b20.ida,4367
b20.ida,4950
b20.ida,4951
b20.ida,4320
b20.ida,4321
b20.ida,4322
b20.ida,4952
b20.ida,4953
b20.ida,4954
b20.ida,4955
b20.ida,4956
b20.ida,4957
b20.ida,4958
b20.ida,4959
b20.reg,4960
b20.reg,4961
b20.reg,4962
b20.reg,4963
b20.reg,4964
b20.reg,4965
b20.reg,4966
b20.reg,4967
b20.reg,4968
b20.reg,4969
b20.reg,4970
b20.reg,4971
b20.reg,4972
b20.reg,4441
b20.reg,4442
b20.reg,4443
b20.reg,4444
b20.reg,4445
b20.reg,4446
b20.reg,4447
b20.reg,4448
b20.reg,4449
b20.reg,4058
b20.reg,4059
b20.reg,4973
b20.reg,4974
b20.reg,4975
b20.reg,4976
b20.reg,4977
b20.reg,4978
b20.reg,4520
b20.reg,4521
b20.reg,4979
b20.reg,4980
b20.reg,4981
b20.reg,4302
b20.reg,4303
b20.reg,4304
b20.reg,4983
d20.ida,4001
d20.ida,4002
d20.ida,4003
d20.ida,4984
d20.ida,4985
d20.ida,4986
d20.ida,4009
d20.ida,4010
d20.ida,4011
d20.ida,4012
d20.ida,4013
d20.ida,4014
d20.ida,4987
d20.ida,4988
d20.ida,4509
d20.ida,4510
d20.ida,4020
d20.ida,4021
d20.ida,4511
d20.ida,4512
d20.ida,4028
d20.ida,4029
d20.ida,4030
d20.ida,4989
d20.ida,4990
d20.ida,4991
d20.ida,4992
d20.ida,4993
d20.ida,4994
d20.ida,4995
d20.ida,4996
d20.ida,4997
d20.ida,4998
d20.ida,4999
d20.ida,4041
d20.ida,4042
d20.ida,4043
d20.ida,4044
d20.ida,4045
d20.ida,4046
d20.ida,4047
d20.ida,4048
d20.ida,4049
d20.ida,4050
d20.ida,4051
d20.ida,4180
d20.ida,4181
d20.ida,4182
d20.ida,4183
d20.ida,4184
d20.ida,4185
d20.ida,4186
d20.ida,4187
d20.ida,4561
d20.ida,4561
d20.ida,4561
d20.ida,4561
d20.ida,4561
d20.ida,4561
d20.ida,4561
d20.ida,4561
d20.reg,4562
d20.reg,4563
d20.reg,4564
d20.reg,4565
d20.reg,4566
d20.reg,4567
d20.reg,4568
d20.reg,4569
d20.reg,4570
d20.reg,4571
d20.reg,4572
d20.reg,4573
d20.reg,4574
d20.reg,4206
d20.reg,4207
d20.reg,4208
d20.reg,4209
d20.reg,4210
d20.reg,4211
d20.reg,4212
d20.reg,4086
d20.reg,4087
d20.reg,4088
d20.reg,4089
d20.reg,4090
d20.reg,4091
d20.reg,4092
d20.reg,4093
d20.reg,4094
d20.reg,4095
d20.reg,4096
d20.reg,4097
d20.reg,4098
d20.reg,5000
d20.reg,5001
d20.reg,5002
d20.reg,5003
d20.reg,5004
d20.reg,5005
d20.reg,5006
d20.reg,4218
d20.reg,4219
d20.reg,4109
d20.reg,4110
d20.reg,4111
d20.reg,4112
d20.reg,4113
d20.reg,5007
d20.reg,4471
d20.reg,4120
d20.reg,4121
d20.reg,4122
d20.reg,4123
d20.reg,4124
d20.reg,4125
d20.reg,4126
d20.reg,4127
d20.reg,4128
d20.reg,4129
d20.reg,4130
d20.reg,4131
d20.reg,4132
d20.reg,4133
d20.reg,5008
d20.reg,5009
d20.reg,4137
d20.reg,4138
70.ida,5010
70.ida,5011
70.ida,5012
70.ida,5013
70.ida,5014
70.ida,5015
70.ida,5016
70.ida,5017
70.ida,5018
70.ida,5019
70.ida,5020
70.ida,5021
70.ida,5022
70.ida,5023
70.ida,5024
70.ida,5025
70.ida,5026
70.ida,5027
70.ida,5028
70.ida,5029
70.ida,5030
70.ida,5031
70.ida,5032
70.ida,5033
70.ida,5034
70.ida,5035
70.ida,5036
70.ida,5037
70.ida,5038
70.ida,5039
70.ida,4543
70.ida,4544
70.ida,4545
70.ida,5043
70.ida,5044
70.ida,5045
70.ida,5046
70.ida,5047
70.ida,5048
70.ida,5049
70.ida,5050
70.ida,5051
70.ida,5052
70.ida,5053
70.ida,5054
70.ida,5055
70.ida,5056
70.ida,5057
70.ida,5058
70.ida,5059
70.ida,5060
70.ida,5061
70.ida,5062
70.ida,5063
70.ida,5064
70.ida,5065
70.ida,5066
70.ida,5067
70.ida,5068
70.ida,5069
70.ida,5070
70.ida,5071
70.ida,5072
70.ida,5073
70.ida,5074
70.ida,5075
70.ida,5076
70.ida,5077
70.ida,5078
70.ida,5079
70.reg,5080
70.reg,5081
70.reg,5082
70.reg,5083
70.reg,5084
70.reg,5085
70.reg,5086
70.reg,5087
70.reg,5088
70.reg,5089
70.reg,5090
70.reg,5091
70.reg,5092
70.reg,5093
70.reg,5094
70.reg,5095
70.reg,5096
70.reg,5097
70.reg,5098
70.reg,5099
70.reg,5100
70.reg,5101
70.reg,5102
70.reg,5103
70.reg,5104
70.reg,5105
70.reg,5106
70.reg,5107
70.reg,5108
70.reg,5109
70.reg,5110
70.reg,5111
70.reg,5112
70.reg,5113
70.reg,5114
70.reg,5115
70.reg,5116
70.reg,5117
70.reg,4592
70.reg,5119
70.reg,5120
70.reg,5121
70.reg,5122
70.reg,5123
70.reg,5124
70.reg,5125
70.reg,5126
70.reg,5127
70.reg,5128
70.reg,5129
70.reg,5130
70.reg,5131
70.reg,5132
70.reg,5133
70.reg,5134
70.reg,5135
70.reg,5136
70.reg,5137
70.reg,5138
70.reg,5139
70.reg,5140
70.reg,5141
70.reg,5142
70.reg,5143
70.reg,5144
70.reg,5145
70.reg,5146
71.ida,5147
71.ida,5148
71.ida,5149
71.ida,5150
71.ida,5151
71.ida,5152
71.ida,5153
71.ida,5154
71.ida,5155
71.ida,5156
71.ida,5157
71.ida,5158
71.ida,5159
71.ida,5160
71.ida,5161
71.ida,5162
71.ida,5163
71.ida,5164
71.ida,5207
71.ida,5165
71.ida,5096
71.ida,5097
71.ida,5098
71.ida,5099
71.ida,5100
71.ida,5101
71.ida,5102
71.ida,5103
71.ida,5104
71.ida,5105
71.ida,5106
71.ida,5107
71.ida,5108
71.ida,5109
71.ida,5110
71.ida,5111
71.ida,5112
71.ida,5166
71.ida,5114
71.ida,5115
71.ida,5167
71.ida,5117
71.ida,4592
71.ida,5119
71.ida,5120
71.ida,5121
71.ida,5122
71.ida,5123
71.ida,5124
71.ida,5125
71.ida,5126
71.ida,5168
71.ida,5169
71.ida,5170
71.ida,5171
71.ida,5172
71.ida,5173
71.ida,5174
71.ida,5175
71.ida,5176
71.ida,5177
71.ida,5178
71.ida,5179
71.ida,5180
71.ida,5181
71.ida,5182
71.ida,5183
71.ida,5184
71.ida,5185
71.ida,5186
71.ida,5187
71.reg,5188
71.reg,5189
71.reg,5190
71.reg,5191
71.reg,5192
71.reg,5193
71.reg,5194
71.reg,5195
71.reg,5196
71.reg,5197
71.reg,5198
71.reg,5199
71.reg,5026
71.reg,5200
71.reg,5201
71.reg,5202
71.reg,5203
71.reg,5204
71.reg,5205
71.reg,5206
71.reg,5033
71.reg,5034
71.reg,5035
71.reg,5036
71.reg,5037
71.reg,5038
71.reg,5039
71.reg,4543
71.reg,4544
71.reg,4545
71.reg,5208
71.reg,5209
71.reg,5210
71.reg,5211
71.reg,5047
71.reg,5048
71.reg,5049
71.reg,5050
71.reg,5051
71.reg,5052
71.reg,5053
71.reg,5054
71.reg,5055
71.reg,5056
71.reg,5057
71.reg,5058
71.reg,5059
71.reg,5060
71.reg,5061
71.reg,5062
71.reg,5063
71.reg,5064
71.reg,5212
71.reg,5213
71.reg,5214
71.reg,5215
71.reg,5216
71.reg,5217
71.reg,5218
71.reg,5219
71.reg,5220
71.reg,5221
71.reg,5222
71.reg,5223
71.reg,5224
71.reg,5225
71.reg,5226
71.reg,5227
71.reg,5228
71.reg,5229
72.ida,5147
72.ida,5148
72.ida,5149
72.ida,5150
72.ida,5151
72.ida,5152
72.ida,5153
72.ida,5154
72.ida,5230
72.ida,5231
72.ida,5232
72.ida,5233
72.ida,5234
72.ida,5235
72.ida,5236
72.ida,5237
72.ida,5238
72.ida,5095
72.ida,5239
72.ida,5240
72.ida,5241
72.ida,5242
72.ida,5243
72.ida,5244
72.ida,5245
72.ida,5246
72.ida,5247
72.ida,5248
72.ida,5249
72.ida,5101
72.ida,5102
72.ida,5103
72.ida,5104
72.ida,5105
72.ida,5106
72.ida,5107
72.ida,5108
72.ida,5109
72.ida,5110
72.ida,5111
72.ida,5112
72.ida,5166
72.ida,4333
72.ida,4334
72.ida,5167
72.ida,5117
72.ida,5250
72.ida,5251
72.ida,5252
72.ida,5253
72.ida,5254
72.ida,5255
72.ida,5256
72.ida,5257
72.ida,5258
72.ida,5259
72.ida,5260
72.ida,5261
72.ida,5262
72.ida,5263
72.ida,5264
72.ida,5265
72.ida,5134
72.ida,5266
72.ida,5267
72.ida,5268
72.ida,5269
72.ida,5270
72.ida,5271
72.ida,5272
72.ida,5273
72.ida,5274
72.ida,5275
72.ida,5276
72.ida,5277
72.ida,5278
72.ida,5279
72.ida,5280
72.ida,5281
72.ida,5282
72.ida,5283
72.ida,5284
72.ida,5285
72.ida,5286
72.reg,5287
72.reg,5288
72.reg,5289
72.reg,5290
72.reg,5291
72.reg,5292
72.reg,5293
72.reg,5294
72.reg,5295
72.reg,5296
72.reg,5297
72.reg,5298
72.reg,5299
72.reg,5300
72.reg,5301
72.reg,5302
72.reg,5303
72.reg,5304
72.reg,5305
72.reg,5306
72.reg,5307
72.reg,5024
72.reg,5025
72.reg,5026
72.reg,5027
72.reg,5028
72.reg,5029
72.reg,5030
72.reg,5031
72.reg,5308
72.reg,5309
72.reg,5310
72.reg,5311
72.reg,5312
72.reg,5313
72.reg,5314
72.reg,5315
72.reg,5316
72.reg,4105
72.reg,5208
72.reg,5209
72.reg,5210
72.reg,5211
72.reg,5047
72.reg,5048
72.reg,5049
72.reg,5050
72.reg,5051
72.reg,5052
72.reg,5053
72.reg,5054
72.reg,5055
72.reg,5056
72.reg,5057
72.reg,5058
72.reg,5317
72.reg,5318
72.reg,5319
72.reg,5320
72.reg,5321
72.reg,5322
72.reg,5323
72.reg,5324
72.reg,5325
72.reg,5326
72.reg,5327
72.reg,5328
72.reg,5329
72.reg,5330
72.reg,5065
72.reg,5066
72.reg,5331
72.reg,5332
72.reg,5333
72.reg,5334
72.reg,5335
72.reg,5336
72.reg,5337
72.reg,5338
72.reg,5339
72.reg,5225
72.reg,5226
72.reg,5227
72.reg,5228
72.reg,5229
73.ida,5340
73.ida,5341
73.ida,5342
73.ida,5343
73.ida,5344
73.ida,5345
73.ida,5346
73.ida,5347
73.ida,5348
73.ida,5080
73.ida,5081
73.ida,5349
73.ida,5090
73.ida,5091
73.ida,5092
73.ida,5093
73.ida,5094
73.ida,5095
73.ida,5096
73.ida,5097
73.ida,5098
73.ida,5099
73.ida,5100
73.ida,5101
73.ida,5102
73.ida,5103
73.ida,5104
73.ida,5105
73.ida,5106
73.ida,5107
73.ida,5108
73.ida,5109
73.ida,5110
73.ida,5111
73.ida,5112
73.ida,5113
73.ida,5114
73.ida,5115
73.ida,5116
73.ida,5117
73.ida,4592
73.ida,5119
73.ida,5120
73.ida,5350
73.ida,5351
73.ida,5352
73.ida,5353
73.ida,5354
73.ida,5355
73.ida,5356
73.ida,5357
73.ida,5358
73.ida,5359
73.ida,5259
73.ida,5260
73.ida,5261
73.ida,5262
73.ida,5263
73.ida,5264
73.ida,5360
73.ida,5361
73.ida,5362
73.ida,5363
73.ida,5364
73.ida,5365
73.ida,5366
73.ida,5367
73.ida,5368
73.ida,5369
73.ida,5370
73.ida,5371
73.ida,5372
73.ida,5373
73.ida,5374
73.ida,5375
73.ida,5376
73.ida,5377
73.ida,5378
73.ida,5379
73.ida,5380
73.ida,5381
73.ida,5382
73.ida,5383
73.ida,5384
73.ida,5385
73.reg,5386
73.reg,5387
73.reg,5388
73.reg,5389
73.reg,5390
73.reg,5391
73.reg,5392
73.reg,5393
73.reg,5394
73.reg,5395
73.reg,5396
73.reg,5397
73.reg,5398
73.reg,5399
73.reg,5400
73.reg,5401
73.reg,5402
73.reg,5403
73.reg,5404
73.reg,5405
73.reg,5406
73.reg,5407
73.reg,5408
73.reg,5409
73.reg,5410
73.reg,5411
73.reg,5412
73.reg,5413
73.reg,5414
73.reg,5415
73.reg,5416
73.reg,5417
73.reg,5028
73.reg,5029
73.reg,5030
73.reg,5031
73.reg,5032
73.reg,5033
73.reg,5034
73.reg,5418
73.reg,5419
73.reg,5420
73.reg,5421
73.reg,5422
73.reg,5423
73.reg,5424
73.reg,4542
73.reg,4543
73.reg,4544
73.reg,4545
73.reg,5208
73.reg,5209
73.reg,5210
73.reg,5211
73.reg,5047
73.reg,5048
73.reg,5049
73.reg,5050
73.reg,5051
73.reg,5052
73.reg,5053
73.reg,5054
73.reg,5055
73.reg,5056
73.reg,5057
73.reg,5058
73.reg,5059
73.reg,5060
73.reg,5061
73.reg,5062
73.reg,5063
73.reg,5064
73.reg,5065
73.reg,5066
73.reg,5067
73.reg,5068
73.reg,5069
73.reg,5070
73.reg,5071
73.reg,5072
73.reg,5073
73.reg,5425
73.reg,5079
73.reg,5426
73.reg,5427
73.reg,5428
73.reg,5429
73.reg,5430
73.reg,5431
73.reg,5432
73.reg,5433
73.reg,5434
74.ida,5010
74.ida,5435
74.ida,5436
74.ida,5437
74.ida,5438
74.ida,5439
74.ida,5440
74.ida,5441
74.ida,5401
74.ida,5402
74.ida,5403
74.ida,5404
74.ida,5405
74.ida,5406
74.ida,5407
74.ida,5408
74.ida,5409
74.ida,5442
74.ida,5443
74.ida,5417
74.ida,5418
74.ida,5028
74.ida,5029
74.ida,5030
74.ida,5031
74.ida,5032
74.ida,5033
74.ida,5034
74.ida,5419
74.ida,5420
74.ida,5421
74.ida,5422
74.ida,5423
74.ida,5424
74.ida,5425
74.ida,4542
74.ida,4543
74.ida,4544
74.ida,4545
74.ida,5043
74.ida,5044
74.ida,5045
74.ida,5046
74.ida,5047
74.ida,5048
74.ida,5049
74.ida,5050
74.ida,5051
74.ida,5052
74.ida,5444
74.ida,5445
74.ida,5446
74.ida,5447
74.ida,5448
74.ida,5449
74.ida,5450
74.ida,5451
74.ida,5452
74.ida,5453
74.ida,5454
74.ida,5455
74.ida,5456
74.ida,5457
74.ida,5458
74.ida,5459
74.ida,5460
74.ida,5461
74.ida,5462
74.ida,5463
74.ida,5464
74.ida,5465
74.ida,5466
74.ida,5467
74.ida,5468
74.reg,5469
74.reg,5470
74.reg,5471
74.reg,5472
74.reg,5473
74.reg,5474
74.reg,5475
74.reg,5476
74.reg,5477
74.reg,5478
74.reg,5479
74.reg,5480
74.reg,5481
74.reg,5482
74.reg,5483
74.reg,5484
74.reg,5485
74.reg,5486
74.reg,5487
74.reg,5488
74.reg,5489
74.reg,5490
74.reg,5491
74.reg,5492
74.reg,5109
74.reg,5110
74.reg,5111
74.reg,5112
74.reg,5113
74.reg,5114
74.reg,5115
74.reg,5116
74.reg,5117
74.reg,4592
74.reg,5119
74.reg,5120
74.reg,5350
74.reg,5351
74.reg,5352
74.reg,5353
74.reg,5354
74.reg,5355
74.reg,5356
74.reg,5357
74.reg,5358
74.reg,5359
74.reg,5259
74.reg,5260
74.reg,5261
74.reg,5262
74.reg,5263
74.reg,5264
74.reg,5360
74.reg,5361
74.reg,5362
74.reg,5363
74.reg,5364
74.reg,5365
74.reg,5366
74.reg,5367
74.reg,5368
74.reg,5369
74.reg,5370
74.reg,5371
74.reg,5493
74.reg,5494
74.reg,5495
74.reg,5496
74.reg,5497
74.reg,5498
74.reg,5499
75.ida,4620
75.ida,4621
75.ida,4622
75.ida,4623
75.ida,4624
75.ida,4025
75.ida,4026
75.ida,4027
75.ida,4272
75.ida,4029
75.ida,4030
75.ida,4031
75.ida,4032
75.ida,4033
75.ida,5043
75.ida,5044
75.ida,5045
75.ida,5046
75.ida,5047
75.ida,5048
75.ida,5049
75.ida,5050
75.ida,5051
75.ida,5052
75.ida,5053
75.ida,5054
75.ida,5055
75.ida,5056
75.ida,5500
75.ida,5501
75.ida,5502
75.ida,5503
75.ida,5504
75.ida,5505
75.ida,5506
75.ida,5507
75.ida,5327
75.ida,5328
75.ida,5329
75.ida,5330
75.ida,5065
75.ida,5066
75.ida,5067
75.ida,5068
75.ida,5069
75.ida,5508
75.ida,5509
75.ida,5510
75.ida,5154
75.ida,5225
75.ida,5226
75.ida,5227
75.ida,5511
75.ida,5512
75.ida,5513
75.ida,5514
75.ida,5515
75.ida,5516
75.ida,5517
75.ida,5518
75.reg,5519
75.reg,5520
75.reg,5521
75.reg,5522
75.reg,5523
75.reg,5524
75.reg,5525
75.reg,5526
75.reg,5149
75.reg,5150
75.reg,5151
75.reg,5152
75.reg,5527
75.reg,5528
75.reg,5070
75.reg,5092
75.reg,5093
75.reg,5094
75.reg,5095
75.reg,5239
75.reg,5240
75.reg,5241
75.reg,5242
75.reg,5529
75.reg,5530
75.reg,5531
75.reg,5532
75.reg,5533
75.reg,5534
75.reg,5104
75.reg,5105
75.reg,5106
75.reg,5107
75.reg,5108
75.reg,5109
75.reg,5110
75.reg,5111
75.reg,5112
75.reg,5166
75.reg,4333
75.reg,4334
75.reg,4215
75.reg,4336
75.reg,4218
75.reg,4219
75.reg,4337
75.reg,4110
75.reg,4111
75.reg,4112
75.reg,4113
75.reg,4114
75.reg,4115
75.reg,4116
75.reg,4117
75.reg,4697
75.reg,4698
75.reg,4699
75.reg,4700
75.reg,4701
b70.ida,5535
b70.ida,5679
b70.ida,5536
b70.ida,5537
b70.ida,5538
b70.ida,5539
b70.ida,5540
b70.ida,5541
b70.ida,5542
b70.ida,5018
b70.ida,5019
b70.ida,5020
b70.ida,5021
b70.ida,5022
b70.ida,5023
b70.ida,5024
b70.ida,5025
b70.ida,5026
b70.ida,5201
b70.ida,5202
b70.ida,5203
b70.ida,5204
b70.ida,5205
b70.ida,5309
b70.ida,5310
b70.ida,5311
b70.ida,5312
b70.ida,5313
b70.ida,5543
b70.ida,5544
b70.ida,5545
b70.ida,5546
b70.ida,5547
b70.ida,5548
b70.ida,5549
b70.ida,5550
b70.ida,5551
b70.ida,5552
b70.ida,5553
b70.ida,5554
b70.ida,5555
b70.ida,5556
b70.ida,5557
b70.ida,5558
b70.ida,5559
b70.ida,5560
b70.ida,5561
b70.ida,5562
b70.ida,5563
b70.ida,5564
b70.ida,5565
b70.ida,5566
b70.ida,5567
b70.ida,5568
b70.ida,5569
b70.ida,5570
b70.ida,5571
b70.ida,5572
b70.ida,5573
b70.ida,5574
b70.ida,5575
b70.ida,5576
b70.ida,5577
b70.ida,5677
b70.ida,5678
b70.ida,5578
b70.ida,5579
b70.ida,5580
b70.ida,5581
b70.ida,5582
b70.ida,5583
b70.ida,5584
b70.ida,5585
b70.ida,5586
b70.reg,5587
b70.reg,5588
b70.reg,5589
b70.reg,5590
b70.reg,5591
b70.reg,5592
b70.reg,5593
b70.reg,5594
b70.reg,5595
b70.reg,5596
b70.reg,5597
b70.reg,5598
b70.reg,5599
b70.reg,5600
b70.reg,5601
b70.reg,5602
b70.reg,5603
b70.reg,5604
b70.reg,5605
b70.reg,5606
b70.reg,5607
b70.reg,5608
b70.reg,5609
b70.reg,5610
b70.reg,5611
b70.reg,5612
b70.reg,5613
b70.reg,5614
b70.reg,5615
b70.reg,5616
b70.reg,5617
b70.reg,5618
b70.reg,5619
b70.reg,5620
b70.reg,5621
b70.reg,5622
b70.reg,5623
b70.reg,5624
b70.reg,5625
b70.reg,5626
b70.reg,5627
b70.reg,5628
b70.reg,5629
b70.reg,5630
b70.reg,5631
b70.reg,5632
b70.reg,5633
b70.reg,5634
b70.reg,5635
b70.reg,5636
b70.reg,5637
b70.reg,5638
b70.reg,5639
b70.reg,5254
b70.reg,5255
b70.reg,5256
b70.reg,5257
b70.reg,5258
b70.reg,5640
b70.reg,5641
b70.reg,5642
b70.reg,5643
b70.reg,5644
b70.reg,5133
b70.reg,5134
b70.reg,5135
b70.reg,5136
b70.reg,5137
b70.reg,5138
b70.reg,5645
b70.reg,5646
b70.reg,5647
b70.reg,5648
b70.reg,5649
b70.reg,5650
b70.reg,5651
b70.reg,5652
b70.reg,5653
