"trip_id","stop_id","stop_sequence","is_timepoint","shape_dist_traveled"
"b.60.ida","C3450",1,,
"b.60.ida","C3451",2,,
"b.60.ida","C3452",3,,
"b.60.ida","C3453",4,,
"b.60.ida","C3454",5,,
"b.60.ida","C3455",6,,
"b.60.ida","C3456",7,,
"b.60.ida","C3457",8,,
"b.60.ida","C3458",9,,
"b.60.ida","C3459",10,,
"b.60.ida","C3460",11,,
"b.60.ida","C3461",12,,
"b.60.ida","C3462",13,,
"b.60.ida","C3463",14,,
"b.60.ida","C3464",15,,
"b.60.ida","C3465",16,,
"16.reg","C0194",1,,
"16.reg","C0196",2,,
"16.reg","C0197",3,,
"16.reg","C0198",4,,
"16.reg","C0202",5,,
"16.reg","C0203",6,,
"16.reg","C0205",7,,
"16.reg","C0206",8,,
"16.reg","C1212",9,,
"16.reg","C1217",10,,
"16.reg","C1222",11,,
"16.reg","C1223",12,,
"16.reg","C1232",13,,
"16.reg","C1415",14,,
"16.reg","C1420",15,,
"16.reg","C1423",16,,
"16.reg","C1424",17,,
"16.reg","C1484",18,,
"16.reg","C1485",19,,
"16.reg","C1681",20,,
"16.reg","C1682",21,,
"16.reg","C2034",22,,
"16.reg","C2036",23,,
"16.reg","C2050",24,,
"16.reg","C2059",25,,
"16.reg","C2061",26,,
"16.reg","C2280",27,,
"16.reg","C2287",28,,
"16.reg","C2876",29,,
"16.reg","C2877",30,,
"16.reg","C2878",31,,
"16.reg","C2879",32,,
"16.reg","C2880",33,,
"16.reg","C2881",34,,
"16.reg","C2882",35,,
"16.reg","C2883",36,,
"16.reg","C2884",37,,
"16.reg","C2885",38,,
"16.reg","C2886",39,,
"16.reg","C2887",40,,
"16.reg","C2888",41,,
"16.reg","C2889",42,,
"16.reg","C2890",43,,
"16.reg","C2891",44,,
"16.reg","C2892",45,,
"16.reg","C2894",46,,
"16.reg","C2895",47,,
"16.reg","C2900",48,,
"16.reg","C2903",49,,
"16.reg","C2904",50,,
"16.reg","C2912",51,,
"16.reg","C2913",52,,
"16.reg","C2915",53,,
"16.reg","C2919",54,,
"16.reg","C2925",55,,
"16.reg","C2929",56,,
"16.reg","C2953",57,,
"16.reg","C2959",58,,
"16.reg","C3405",59,,
"16.reg","C3406",60,,
"16.reg","C3407",61,,
"58.reg","C0811",1,,
"b.60.reg","C3466",1,,
"b.60.reg","C3467",2,,
"b.60.reg","C3468",3,,
"b.60.reg","C3469",4,,
"b.60.reg","C3470",5,,
"b.60.reg","C3471",6,,
"b.60.reg","C3472",7,,
"b.60.reg","C3473",8,,
"b.60.reg","C3474",9,,
"b.60.reg","C3475",10,,
"b.60.reg","C3476",11,,
"b.60.reg","C3477",12,,
"b.60.reg","C3478",13,,
"b.60.reg","C3479",14,,
"b.60.reg","C3480",15,,
"b.60.reg","C3481",16,,
"17.reg","C0906",1,,
"17.reg","C0908",2,,
"17.reg","C1013",3,,
"17.reg","C1197",4,,
"17.reg","C1198",5,,
"17.reg","C1217",6,,
"17.reg","C1222",7,,
"17.reg","C1223",8,,
"17.reg","C1232",9,,
"17.reg","C1245",10,,
"17.reg","C1246",11,,
"17.reg","C1250",12,,
"17.reg","C1251",13,,
"17.reg","C1253",14,,
"17.reg","C1258",15,,
"17.reg","C1261",16,,
"17.reg","C1266",17,,
"17.reg","C1267",18,,
"17.reg","C1270",19,,
"17.reg","C1384",20,,
"17.reg","C1385",21,,
"17.reg","C1386",22,,
"17.reg","C1387",23,,
"17.reg","C1388",24,,
"17.reg","C1390",25,,
"17.reg","C1391",26,,
"17.reg","C1392",27,,
"17.reg","C1393",28,,
"17.reg","C1394",29,,
"17.reg","C1395",30,,
"17.reg","C1396",31,,
"17.reg","C1397",32,,
"17.reg","C1398",33,,
"17.reg","C1399",34,,
"17.reg","C1400",35,,
"17.reg","C1401",36,,
"17.reg","C1402",37,,
"17.reg","C1403",38,,
"17.reg","C1404",39,,
"17.reg","C1405",40,,
"17.reg","C1406",41,,
"17.reg","C1407",42,,
"17.reg","C1415",43,,
"17.reg","C1420",44,,
"17.reg","C1423",45,,
"17.reg","C1424",46,,
"17.reg","C1531",47,,
"17.reg","C1533",48,,
"17.reg","C1537",49,,
"17.reg","C1544",50,,
"17.reg","C1552",51,,
"17.reg","C1554",52,,
"17.reg","C1669",53,,
"17.reg","C1858",54,,
"17.reg","C1863",55,,
"17.reg","C1873",56,,
"17.reg","C1875",57,,
"17.reg","C1879",58,,
"17.reg","C2036",59,,
"17.reg","C2050",60,,
"17.reg","C2059",61,,
"17.reg","C2061",62,,
"17.reg","C2071",63,,
"17.reg","C2089",64,,
"17.reg","C2102",65,,
"17.reg","C2103",66,,
"17.reg","C2105",67,,
"17.reg","C2106",68,,
"17.reg","C2108",69,,
"17.reg","C2109",70,,
"17.reg","C2110",71,,
"17.reg","C2111",72,,
"17.reg","C2112",73,,
"17.reg","C2113",74,,
"17.reg","C2114",75,,
"17.reg","C2116",76,,
"17.reg","C2117",77,,
"17.reg","C2122",78,,
"17.reg","C2124",79,,
"17.reg","C2126",80,,
"17.reg","C2127",81,,
"17.reg","C2128",82,,
"17.reg","C2129",83,,
"17.reg","C2130",84,,
"17.reg","C2131",85,,
"17.reg","C2132",86,,
"17.reg","C2133",87,,
"17.reg","C2134",88,,
"17.reg","C2135",89,,
"17.reg","C2136",90,,
"17.reg","C2137",91,,
"17.reg","C2138",92,,
"17.reg","C2280",93,,
"17.reg","C2287",94,,
"17.reg","C2293",95,,
"17.reg","C2308",96,,
"17.reg","C2324",97,,
"17.reg","C2326",98,,
"17.reg","C2329",99,,
"17.reg","C2342",100,,
"17.reg","C2345",101,,
"17.reg","C2346",102,,
"17.reg","C2347",103,,
"17.reg","C2348",104,,
"17.reg","C2350",105,,
"17.reg","C2352",106,,
"17.reg","C2507",107,,
"17.reg","C2509",108,,
"17.reg","C2511",109,,
"17.reg","C2527",110,,
"17.reg","C2528",111,,
"17.reg","C2531",112,,
"17.reg","C2900",113,,
"17.reg","C2903",114,,
"17.reg","C2904",115,,
"17.reg","C2912",116,,
"17.reg","C2913",117,,
"17.reg","C2915",118,,
"17.reg","C2919",119,,
"17.reg","C2959",120,,
"17.reg","C2984",121,,
"17.reg","C2160",122,,
"17.reg","C2161",123,,
"17.reg","C2162",124,,
"17.reg","C2163",125,,
"66.ida","C0116",1,,
"66.ida","C0120",2,,
"66.ida","C0220",3,,
"66.ida","C0236",4,,
"66.ida","C0390",5,,
"66.ida","C0548",6,,
"66.ida","C0583",7,,
"66.ida","C0711",8,,
"66.ida","C0716",9,,
"66.ida","C0717",10,,
"66.ida","C0847",11,,
"66.ida","C0848",12,,
"66.ida","C0852",13,,
"66.ida","C0856",14,,
"66.ida","C0857",15,,
"66.ida","C0858",16,,
"66.ida","C0914",17,,
"66.ida","C0922",18,,
"66.ida","C0923",19,,
"66.ida","C0924",20,,
"66.ida","C0926",21,,
"66.ida","C0927",22,,
"66.ida","C0928",23,,
"66.ida","C0932",24,,
"66.ida","C0933",25,,
"66.ida","C0934",26,,
"66.ida","C0936",27,,
"66.ida","C0937",28,,
"66.ida","C0938",29,,
"66.ida","C0939",30,,
"66.ida","C0940",31,,
"66.ida","C0941",32,,
"66.ida","C0942",33,,
"66.ida","C0943",34,,
"66.ida","C0944",35,,
"66.ida","C0946",36,,
"66.ida","C0947",37,,
"66.ida","C0948",38,,
"66.ida","C0949",39,,
"66.ida","C0950",40,,
"66.ida","C0951",41,,
"66.ida","C0952",42,,
"66.ida","C0953",43,,
"66.ida","C0954",44,,
"66.ida","C0955",45,,
"66.ida","C0956",46,,
"66.ida","C0957",47,,
"66.ida","C0958",48,,
"66.ida","C0959",49,,
"66.ida","C1017",50,,
"66.ida","C3048",51,,
"66.ida","C3401",52,,
"66.ida","C3402",53,,
"66.ida","C3403",54,,
"66.ida","C3404",55,,
"66.ida","C3408",56,,
"11.ida","C1014",1,,
"11.ida","C1024",2,,
"11.ida","C1304",3,,
"11.ida","C1305",4,,
"11.ida","C1311",5,,
"11.ida","C1318",6,,
"11.ida","C1320",7,,
"11.ida","C1324",8,,
"11.ida","C1327",9,,
"11.ida","C1329",10,,
"11.ida","C1333",11,,
"11.ida","C1334",12,,
"11.ida","C1340",13,,
"11.ida","C1351",14,,
"11.ida","C1352",15,,
"11.ida","C1476",16,,
"11.ida","C1538",17,,
"11.ida","C1653",18,,
"11.ida","C1660",19,,
"11.ida","C1663",20,,
"11.ida","C1672",21,,
"11.ida","C1720",22,,
"11.ida","C1728",23,,
"11.ida","C1732",24,,
"11.ida","C1744",25,,
"11.ida","C1745",26,,
"11.ida","C1749",27,,
"11.ida","C1756",28,,
"11.ida","C1949",29,,
"11.ida","C1956",30,,
"11.ida","C1971",31,,
"11.ida","C1978",32,,
"11.ida","C1989",33,,
"11.ida","C1994",34,,
"11.ida","C2172",35,,
"11.ida","C2191",36,,
"11.ida","C2224",37,,
"11.ida","C2225",38,,
"11.ida","C2228",39,,
"11.ida","C2229",40,,
"11.ida","C2230",41,,
"11.ida","C2231",42,,
"11.ida","C2232",43,,
"11.ida","C2233",44,,
"11.ida","C2234",45,,
"11.ida","C2235",46,,
"11.ida","C2236",47,,
"11.ida","C2237",48,,
"11.ida","C2357",49,,
"11.ida","C2358",50,,
"11.ida","C2359",51,,
"11.ida","C2360",52,,
"11.ida","C2361",53,,
"11.ida","C2362",54,,
"11.ida","C2363",55,,
"11.ida","C2364",56,,
"11.ida","C2366",57,,
"11.ida","C2367",58,,
"11.ida","C2368",59,,
"11.ida","C2369",60,,
"11.ida","C2370",61,,
"11.ida","C2371",62,,
"11.ida","C2372",63,,
"11.ida","C2373",64,,
"11.ida","C2374",65,,
"11.ida","C2375",66,,
"11.ida","C2376",67,,
"11.ida","C2377",68,,
"11.ida","C2381",69,,
"11.ida","C2382",70,,
"11.ida","C2386",71,,
"11.ida","C2389",72,,
"11.ida","C2391",73,,
"11.ida","C2397",74,,
"11.ida","C2398",75,,
"11.ida","C2399",76,,
"11.ida","C2404",77,,
"11.ida","C2419",78,,
"11.ida","C2421",79,,
"11.ida","C2424",80,,
"11.ida","C2425",81,,
"11.ida","C2426",82,,
"11.ida","C2580",83,,
"11.ida","C2595",84,,
"11.ida","C2596",85,,
"11.ida","C2597",86,,
"11.ida","C2600",87,,
"11.ida","C2602",88,,
"11.ida","C2838",89,,
"11.ida","C2841",90,,
"11.ida","C2845",91,,
"11.ida","C2999",92,,
"11.ida","C3007",93,,
"b.61.reg","C0077",1,,
"b.61.reg","C0338",2,,
"b.61.reg","C0339",3,,
"b.61.reg","C0340",4,,
"b.61.reg","C0341",5,,
"b.61.reg","C1137",6,,
"b.61.reg","C1138",7,,
"b.61.reg","C1139",8,,
"b.61.reg","C1140",9,,
"b.61.reg","C1141",10,,
"b.61.reg","C1142",11,,
"b.61.reg","C3210",12,,
"b.61.reg","C3211",13,,
"b.61.reg","C3212",14,,
"b.61.reg","C3213",15,,
"b.61.reg","C3214",16,,
"b.61.reg","C3215",17,,
"62.ida","C0040",1,,
"62.ida","C0304",2,,
"62.ida","C0306",3,,
"62.ida","C0308",4,,
"62.ida","C0311",5,,
"62.ida","C0312",6,,
"62.ida","C0313",7,,
"62.ida","C0316",8,,
"62.ida","C0317",9,,
"62.ida","C0320",10,,
"62.ida","C0414",11,,
"62.ida","C0415",12,,
"62.ida","C0416",13,,
"62.ida","C0417",14,,
"62.ida","C0418",15,,
"62.ida","C0419",16,,
"62.ida","C0420",17,,
"62.ida","C0421",18,,
"62.ida","C0422",19,,
"62.ida","C0423",20,,
"62.ida","C0424",21,,
"62.ida","C0425",22,,
"62.ida","C0426",23,,
"62.ida","C0427",24,,
"62.ida","C0428",25,,
"62.ida","C0429",26,,
"62.ida","C0430",27,,
"62.ida","C0431",28,,
"62.ida","C0432",29,,
"62.ida","C0433",30,,
"62.ida","C0434",31,,
"62.ida","C0435",32,,
"62.ida","C0436",33,,
"62.ida","C0437",34,,
"62.ida","C0438",35,,
"62.ida","C0439",36,,
"62.ida","C0440",37,,
"62.ida","C0441",38,,
"62.ida","C0442",39,,
"62.ida","C0443",40,,
"62.ida","C0444",41,,
"62.ida","C0445",42,,
"62.ida","C0446",43,,
"62.ida","C0447",44,,
"62.ida","C0448",45,,
"62.ida","C0449",46,,
"62.ida","C0450",47,,
"62.ida","C0451",48,,
"62.ida","C0452",49,,
"62.ida","C0453",50,,
"62.ida","C0454",51,,
"62.ida","C0455",52,,
"62.ida","C0456",53,,
"62.ida","C0457",54,,
"62.ida","C0458",55,,
"62.ida","C0459",56,,
"62.ida","C0460",57,,
"62.ida","C0461",58,,
"62.ida","C0462",59,,
"62.ida","C0463",60,,
"62.ida","C0464",61,,
"62.ida","C0465",62,,
"62.ida","C0467",63,,
"62.ida","C0473",64,,
"62.ida","C0482",65,,
"62.ida","C0483",66,,
"62.ida","C0485",67,,
"62.ida","C0487",68,,
"62.ida","C0488",69,,
"62.ida","C0489",70,,
"62.ida","C0490",71,,
"62.ida","C0491",72,,
"62.ida","C0492",73,,
"62.ida","C0493",74,,
"62.ida","C0494",75,,
"62.ida","C0495",76,,
"62.ida","C0498",77,,
"62.ida","C0499",78,,
"62.ida","C0500",79,,
"62.ida","C0501",80,,
"62.ida","C0502",81,,
"62.ida","C0503",82,,
"62.ida","C0504",83,,
"62.ida","C0505",84,,
"62.ida","C0506",85,,
"62.ida","C0507",86,,
"62.ida","C0624",87,,
"62.ida","C0760",88,,
"62.ida","C0763",89,,
"62.ida","C0777",90,,
"62.ida","C1074",91,,
"62.ida","C1075",92,,
"62.ida","C1097",93,,
"62.ida","C1098",94,,
"62.ida","C3110",95,,
"14.ida","C1014",1,,
"14.ida","C1024",2,,
"14.ida","C1320",3,,
"14.ida","C1324",4,,
"14.ida","C1327",5,,
"14.ida","C1329",6,,
"14.ida","C1333",7,,
"14.ida","C1334",8,,
"14.ida","C1351",9,,
"14.ida","C1352",10,,
"14.ida","C1455",11,,
"14.ida","C1476",12,,
"14.ida","C1538",13,,
"14.ida","C1672",14,,
"14.ida","C1697",15,,
"14.ida","C1744",16,,
"14.ida","C1745",17,,
"14.ida","C1749",18,,
"14.ida","C1922",19,,
"14.ida","C1930",20,,
"14.ida","C1939",21,,
"14.ida","C1941",22,,
"14.ida","C1942",23,,
"14.ida","C1944",24,,
"14.ida","C1971",25,,
"14.ida","C1982",26,,
"14.ida","C1989",27,,
"14.ida","C1994",28,,
"14.ida","C2143",29,,
"14.ida","C2144",30,,
"14.ida","C2145",31,,
"14.ida","C2146",32,,
"14.ida","C2148",33,,
"14.ida","C2149",34,,
"14.ida","C2150",35,,
"14.ida","C2151",36,,
"14.ida","C2152",37,,
"14.ida","C2153",38,,
"14.ida","C2154",39,,
"14.ida","C2155",40,,
"14.ida","C2157",41,,
"14.ida","C2158",42,,
"14.ida","C2159",43,,
"14.ida","C2166",44,,
"14.ida","C2169",45,,
"14.ida","C2172",46,,
"14.ida","C2174",47,,
"14.ida","C2175",48,,
"14.ida","C2176",49,,
"14.ida","C2177",50,,
"14.ida","C2178",51,,
"14.ida","C2179",52,,
"14.ida","C2180",53,,
"14.ida","C2181",54,,
"14.ida","C2182",55,,
"14.ida","C2183",56,,
"14.ida","C2184",57,,
"14.ida","C2185",58,,
"14.ida","C2186",59,,
"14.ida","C2187",60,,
"14.ida","C2190",61,,
"14.ida","C2191",62,,
"14.ida","C2204",63,,
"14.ida","C2206",64,,
"14.ida","C2240",65,,
"14.ida","C2389",66,,
"14.ida","C2391",67,,
"14.ida","C2404",68,,
"14.ida","C2424",69,,
"14.ida","C2426",70,,
"14.ida","C2832",71,,
"14.ida","C2838",72,,
"14.ida","C2841",73,,
"14.ida","C2845",74,,
"14.ida","C2999",75,,
"14.ida","C3007",76,,
"14.ida","C3374",77,,
"14.ida","C3375",78,,
"14.ida","C2041",79,,
"14.ida","C2043",80,,
"68.reg","C3426",1,,
"68.reg","C3427",2,,
"68.reg","C3428",3,,
"68.reg","C3429",4,,
"68.reg","C3430",5,,
"68.reg","C3431",6,,
"68.reg","C3432",7,,
"68.reg","C3433",8,,
"68.reg","C3434",9,,
"68.reg","C3435",10,,
"68.reg","C3436",11,,
"68.reg","C3437",12,,
"68.reg","C3438",13,,
"68.reg","C3439",14,,
"68.reg","C3440",15,,
"68.reg","C3441",16,,
"17.ida","C1014",1,,
"17.ida","C1021",2,,
"17.ida","C1024",3,,
"17.ida","C1311",4,,
"17.ida","C1313",5,,
"17.ida","C1318",6,,
"17.ida","C1320",7,,
"17.ida","C1324",8,,
"17.ida","C1327",9,,
"17.ida","C1329",10,,
"17.ida","C1333",11,,
"17.ida","C1334",12,,
"17.ida","C1340",13,,
"17.ida","C1341",14,,
"17.ida","C1351",15,,
"17.ida","C1352",16,,
"17.ida","C1476",17,,
"17.ida","C1481",18,,
"17.ida","C1483",19,,
"17.ida","C1484",20,,
"17.ida","C1485",21,,
"17.ida","C1486",22,,
"17.ida","C1490",23,,
"17.ida","C1491",24,,
"17.ida","C1492",25,,
"17.ida","C1493",26,,
"17.ida","C1494",27,,
"17.ida","C1495",28,,
"17.ida","C1496",29,,
"17.ida","C1497",30,,
"17.ida","C1498",31,,
"17.ida","C1499",32,,
"17.ida","C1500",33,,
"17.ida","C1501",34,,
"17.ida","C1502",35,,
"17.ida","C1503",36,,
"17.ida","C1504",37,,
"17.ida","C1505",38,,
"17.ida","C1506",39,,
"17.ida","C1508",40,,
"17.ida","C1511",41,,
"17.ida","C1512",42,,
"17.ida","C1513",43,,
"17.ida","C1514",44,,
"17.ida","C1538",45,,
"17.ida","C1672",46,,
"17.ida","C1697",47,,
"17.ida","C1728",48,,
"17.ida","C1744",49,,
"17.ida","C1745",50,,
"17.ida","C1749",51,,
"17.ida","C1909",52,,
"17.ida","C1910",53,,
"17.ida","C1911",54,,
"17.ida","C1912",55,,
"17.ida","C1913",56,,
"17.ida","C1914",57,,
"17.ida","C1915",58,,
"17.ida","C1916",59,,
"17.ida","C1917",60,,
"17.ida","C1918",61,,
"17.ida","C1919",62,,
"17.ida","C1920",63,,
"17.ida","C1922",64,,
"17.ida","C1923",65,,
"17.ida","C1925",66,,
"17.ida","C1930",67,,
"17.ida","C1939",68,,
"17.ida","C1941",69,,
"17.ida","C1942",70,,
"17.ida","C1943",71,,
"17.ida","C1944",72,,
"17.ida","C1949",73,,
"17.ida","C1951",74,,
"17.ida","C1956",75,,
"17.ida","C1958",76,,
"17.ida","C1971",77,,
"17.ida","C1978",78,,
"17.ida","C1982",79,,
"17.ida","C1989",80,,
"17.ida","C1994",81,,
"17.ida","C2107",82,,
"17.ida","C2146",83,,
"17.ida","C2149",84,,
"17.ida","C2151",85,,
"17.ida","C2152",86,,
"17.ida","C2153",87,,
"17.ida","C2155",88,,
"17.ida","C2157",89,,
"17.ida","C2158",90,,
"17.ida","C2159",91,,
"17.ida","C2166",92,,
"17.ida","C2172",93,,
"17.ida","C2190",94,,
"17.ida","C2191",95,,
"17.ida","C2389",96,,
"17.ida","C2391",97,,
"17.ida","C2397",98,,
"17.ida","C2398",99,,
"17.ida","C2399",100,,
"17.ida","C2404",101,,
"17.ida","C2419",102,,
"17.ida","C2426",103,,
"17.ida","C2830",104,,
"17.ida","C2838",105,,
"17.ida","C2841",106,,
"17.ida","C2845",107,,
"17.ida","C2999",108,,
"17.ida","C3007",109,,
"17.ida","C3008",110,,
"17.ida","C3009",111,,
"17.ida","C3016",112,,
"17.ida","C3041",113,,
"17.ida","C2333",114,,
"17.ida","C2334",115,,
"17.ida","C2335",116,,
"17.ida","C2336",117,,
"17.ida","C2337",118,,
"68.ida","C3409",1,,
"68.ida","C3410",2,,
"68.ida","C3411",3,,
"68.ida","C3412",4,,
"68.ida","C3413",5,,
"68.ida","C3414",6,,
"68.ida","C3415",7,,
"68.ida","C3416",8,,
"68.ida","C3417",9,,
"68.ida","C3418",10,,
"68.ida","C3419",11,,
"68.ida","C3420",12,,
"68.ida","C3421",13,,
"68.ida","C3422",14,,
"68.ida","C3423",15,,
"68.ida","C3424",16,,
"68.ida","C3425",17,,
"15.ida","C1014",1,,
"15.ida","C1015",2,,
"15.ida","C1304",3,,
"15.ida","C1305",4,,
"15.ida","C1311",5,,
"15.ida","C1320",6,,
"15.ida","C1324",7,,
"15.ida","C1327",8,,
"15.ida","C1329",9,,
"15.ida","C1333",10,,
"15.ida","C1334",11,,
"15.ida","C1340",12,,
"15.ida","C1455",13,,
"15.ida","C1538",14,,
"15.ida","C1653",15,,
"15.ida","C1663",16,,
"15.ida","C1672",17,,
"15.ida","C1728",18,,
"15.ida","C1732",19,,
"15.ida","C1737",20,,
"15.ida","C1744",21,,
"15.ida","C1745",22,,
"15.ida","C1749",23,,
"15.ida","C1949",24,,
"15.ida","C1956",25,,
"15.ida","C1958",26,,
"15.ida","C1971",27,,
"15.ida","C1982",28,,
"15.ida","C2172",29,,
"15.ida","C2191",30,,
"15.ida","C2206",31,,
"15.ida","C2357",32,,
"15.ida","C2358",33,,
"15.ida","C2359",34,,
"15.ida","C2366",35,,
"15.ida","C2376",36,,
"15.ida","C2377",37,,
"15.ida","C2381",38,,
"15.ida","C2382",39,,
"15.ida","C2386",40,,
"15.ida","C2389",41,,
"15.ida","C2391",42,,
"15.ida","C2397",43,,
"15.ida","C2398",44,,
"15.ida","C2399",45,,
"15.ida","C2404",46,,
"15.ida","C2426",47,,
